0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477
6060.6085,9653.7725,8334.8865,8165.2315,17462.0,10358.016,4360.5215,6663.7665,6191.0765,3747.237,5305.4715,5191.858,10701.3545,7684.54,7423.5315,12425.211,8553.595,6090.979,13448.2295,10687.207,7458.0045,4908.184,9902.513,10950.7585,12930.517,5284.5765,11659.5265,7433.482,7869.923,7562.478,8719.405,6123.0595,6333.277,6689.335,9357.284,9025.5805,12028.8725,12912.319,8167.843,7829.148,9730.2145,10882.736,7944.383,6810.6565,10081.03,5139.184,8510.397,13180.2085,5388.1545,11432.7655,6548.518,8958.5555,6369.623,9266.5675,7530.4425,4599.6325,6829.5125,11139.6105,8207.925,11028.168,11144.0695,4648.399,9043.7805,9728.848,5094.993,7712.5045,13131.9765,8384.4,11030.2605,4065.807,8331.157,9900.4795,10721.99,13866.0,11684.677,8243.164,9097.6705,10570.7505,7002.9225,6311.5575,11064.636,10733.953,7976.2645,8773.2185,6301.221,5366.7555,5184.0405,10526.3495,10530.796,8338.6735,10687.2705,9682.171,4524.0475,9553.5535,9341.0355,7702.8405,7711.0285,7378.0955,5407.4085,9047.7365,9665.2745,11530.338,12963.603,9851.211,6269.559,8063.473,7448.471,10615.0025,9411.568,11313.489,5176.4635,5355.323,6480.036,7634.9885,7271.494,6056.3895,14485.46,11116.1945,7426.6335,5977.9425,10266.13,10652.754,10957.7965,6973.619,12336.984,10499.4105,7476.8305,6419.638,6649.1875,9867.399,10457.123,7335.1585,8512.893,7997.8105,6312.089,8018.867,11748.128,9722.195,12493.0805,4221.8855,4664.982,9328.099,7183.135,9353.8315,10260.2335,6070.4955,11166.4905,6032.8345,4795.272,7088.994,8047.57,3630.573,6297.7005,12898.3345,7814.1565,9633.096,9909.404,11128.8245,8826.785,6197.7045,10769.5295,5090.4305,10686.7255,7571.536,11660.301,14736.102,5975.276,9150.84,10226.789,9978.778,11509.774,9601.254,9275.462,7443.688,10793.441,11621.186,9902.0405,6706.4125,12766.688,4761.351,13458.078,7615.6835,4881.3085,9344.045,4023.485,11243.5975,7497.52,9685.4545,8639.5245,6991.569,11558.276,4603.771,7519.221,7998.008,11442.3655,7485.485,5955.958,12939.199,9139.932,9076.925,8203.686,5961.7905,13661.797,5079.637,10842.0,5994.671,7655.315,6998.266,6172.375,9368.145,7445.492,6833.196,10843.0,10303.885,9240.7765,13742.5415,7489.058,13863.5775,7234.864,6028.2515,10779.5325,8077.5985,13863.5775,7632.5785,8459.874,11306.2115,8711.4935,7180.3175,10812.554,10753.245,7994.467,4172.4755,11506.659,13431.05,9681.505,6914.605,7510.009,13840.913,5639.065,7499.8705,5744.6045,14816.7375,10951.409,5570.5365,7519.4325,11492.41,8849.1585,8806.961,5995.8875,12419.912,9315.101,7648.898,10030.0965,11896.6,8861.617,9372.7055,9743.943,6047.858,9897.971,7628.2685,10068.9515,11433.7345,6417.631,5949.0315,8521.6555,10890.102,4285.005,8875.4675,7507.74,10054.2975,7455.6315,6346.739,6458.4815,9586.6545,5974.007,11306.7305,6656.858,6426.4265,10957.908,11953.416,5812.727,11179.388,3948.7665,4324.2595,4402.3875,11933.233,11628.533,9669.999,9348.978,10540.9965,10755.8065,9909.6305,7620.274,7638.119,8274.139,5382.246,4295.9095,7416.933,5535.1175,5429.8895,4363.953,17146.528,10768.7875,6206.5615,14439.3035,11722.907,11991.7085,5180.727,6986.4995,6809.172,12408.5785,5945.32,8004.5665,10862.9535,9544.908,8989.616,7719.3005,11836.4735,8846.0985,9874.661,4088.7735,8804.704,11771.0815,8937.9285,6338.9285,5170.245,9983.312,11402.147,13008.4935,11436.4055,11703.619,14427.583,6528.0205,12423.0475,4955.2385,7475.432,7697.1385,9007.3435,7134.571,6603.93,10830.759,10011.7655,8110.2815,11493.4655,8352.7035,12365.279,6659.1585,5956.014,5546.4685,6621.696,11646.737,9862.3675,8651.2605,5972.2035,10690.246,11656.6175,7714.165,12311.095,7394.593,9269.5065,9968.6475,4857.9315,8751.2865,7135.7065,10973.734,5529.755,9038.6325,5765.7565,10732.443,4254.094,6756.3325,4889.861,7402.454,12663.166,8369.9485,15321.509,11764.5655,11628.533,7556.495,8472.229,11188.4895,7871.4005,8713.6345,12116.068,9213.9345,9802.0035,6985.8995,10034.884,6012.3855,9637.77,5377.974,11600.9325,8843.9765,8538.044,8555.1845,9847.7945,5623.695,7260.52,7425.309,4798.091,8406.7765,7596.976,6004.262,13884.938,11368.415,12754.8055,10754.2385,5767.987,10931.735,8247.1365,7438.0835,8234.5005,9377.046,5136.6825,5886.082,10954.9665,10980.7845,6713.273,11080.508,7862.1885,9983.8505,12848.3385,7295.4625,4428.621,11438.7155,12648.1475,8795.8165,10197.1535,16489.246,7702.683,12304.5425,6672.345,8318.868,7791.721,9008.3595,5746.7145,14525.204,12484.7935,6227.223,7913.923,16554.019,12135.805,7919.0715,8310.1305,7944.1955,15999.6965,9840.216,12483.26,10733.976,16830.8355,6065.9935,11038.032,4378.5145,11022.264,7505.116,10603.613,8669.245,7093.4915,12168.163,5957.856,7499.366,9521.2655,9999.416,19519.476,7403.0075,8264.004,9259.6955,10280.091,10843.0,9126.9155,5686.4795,6259.731,7329.9735,6048.91,18054.292,12406.569,7087.1205,4592.5605
5293.0,9768.0,9915.0,7489.0,17462.0,11129.0,6092.0,7530.0,5954.0,3636.0,4337.0,5102.0,9840.0,7625.0,7425.0,13234.0,8362.0,6553.0,11643.0,10682.0,7352.0,4453.0,8286.0,10680.0,11520.0,4965.0,11659.0,7425.0,7530.0,6932.0,7584.0,5954.0,5220.0,5316.0,9201.0,12108.0,11520.0,11520.0,9381.0,7774.0,9768.0,9201.0,7490.0,7425.0,10523.0,5179.0,7927.0,12990.0,5178.0,12150.0,5955.0,8665.0,4202.0,9277.0,5955.0,4453.0,6932.0,11710.0,7774.0,8088.0,7361.0,4453.0,11790.0,9735.0,5103.0,7425.0,12460.0,7813.0,10843.0,8264.0,8958.0,9873.0,10680.0,13866.0,11659.0,6270.0,9945.0,12071.0,6489.0,5943.0,10858.0,9840.0,8644.0,7958.0,5955.0,4337.0,5178.0,10474.0,11310.0,7522.0,12318.0,9610.0,4476.0,11583.0,9202.0,5499.0,6375.0,7958.0,5943.0,9373.0,8928.0,11520.0,13188.0,9178.0,6473.0,7774.0,7425.0,10398.0,9808.0,13225.0,5103.0,5177.0,5954.0,6848.0,6386.0,5293.0,14766.0,11710.0,9610.0,5955.0,7584.0,12150.0,9241.0,11138.0,8988.0,11238.0,7424.0,5293.0,5293.0,9735.0,9201.0,7982.0,7813.0,15273.0,5955.0,7774.0,11659.0,11384.0,11508.0,4275.0,6995.0,8362.0,10691.0,9064.0,7423.0,5955.0,13225.0,6133.0,4263.0,10514.0,6133.0,3645.0,7383.0,11629.0,7425.0,9598.0,10009.0,10682.0,8451.0,8204.0,10398.0,4339.0,10682.0,9174.0,11659.0,16329.0,5955.0,9277.0,11977.0,10523.0,11520.0,10018.0,10712.0,8204.0,9915.0,11617.0,10018.0,6488.0,11310.0,4454.0,11520.0,6488.0,4203.0,10544.0,3637.0,9415.0,10549.0,8928.0,7813.0,8204.0,13087.0,4453.0,5943.0,9044.0,11310.0,7424.0,5955.0,13192.0,9201.0,8362.0,7490.0,5943.0,10680.0,5103.0,11319.0,5942.0,7425.0,7531.0,7488.0,9704.0,7425.0,5942.0,10843.0,7740.0,9324.0,13874.0,7425.0,13866.0,8066.0,5954.0,5955.0,8066.0,13866.0,7626.0,7958.0,10680.0,8665.0,7487.0,10680.0,10828.0,5283.0,4275.0,11520.0,11520.0,10018.0,7598.0,7424.0,9840.0,10202.0,7488.0,5316.0,13866.0,11129.0,5102.0,7425.0,11520.0,7522.0,8451.0,5955.0,12460.0,9598.0,7584.0,9840.0,8148.0,7595.0,9141.0,5954.0,5942.0,9768.0,7352.0,12150.0,12454.0,5293.0,5943.0,5955.0,11129.0,4338.0,9277.0,5943.0,10430.0,7425.0,8171.0,7488.0,8988.0,5943.0,8148.0,5943.0,7488.0,10682.0,12873.0,5103.0,12682.0,3635.0,4452.0,9693.0,12318.0,11710.0,14460.0,9241.0,12150.0,9879.0,9735.0,7424.0,13231.0,5955.0,5883.0,4202.0,7424.0,5178.0,4453.0,9693.0,18135.0,11343.0,5955.0,9201.0,12150.0,9840.0,5703.0,6133.0,11231.0,13874.0,5943.0,7627.0,11205.0,9178.0,9174.0,10323.0,13789.0,7412.0,10260.0,3637.0,7774.0,11940.0,8451.0,7577.0,4263.0,9105.0,12150.0,13192.0,11940.0,11520.0,14552.0,9610.0,12054.0,4454.0,7425.0,7627.0,9149.0,5943.0,6502.0,10680.0,9241.0,9044.0,11307.0,8883.0,13725.0,5954.0,5955.0,6869.0,5316.0,12150.0,10222.0,7774.0,5955.0,9201.0,11520.0,7393.0,13524.0,7487.0,8843.0,9415.0,4453.0,7756.0,7774.0,10843.0,5178.0,11301.0,5283.0,10491.0,4202.0,6686.0,4262.0,7487.0,13192.0,7813.0,14778.0,12601.0,11710.0,7489.0,9356.0,11069.0,7774.0,9415.0,11520.0,9277.0,9735.0,6133.0,9904.0,5102.0,9241.0,8113.0,12054.0,9141.0,10401.0,12847.0,8160.0,5943.0,7412.0,7425.0,4453.0,7522.0,7584.0,6134.0,14460.0,12255.0,16837.0,10680.0,4475.0,9201.0,7488.0,7425.0,8696.0,7584.0,5178.0,4338.0,9840.0,11977.0,5560.0,11069.0,9621.0,9735.0,13138.0,5560.0,4338.0,12318.0,8988.0,7425.0,10222.0,18135.0,7488.0,12247.0,5942.0,7490.0,7626.0,8338.0,4337.0,14552.0,12460.0,5882.0,9063.0,12460.0,11617.0,7488.0,11163.0,7774.0,19605.0,10345.0,12499.0,10680.0,17462.0,5955.0,10672.0,4262.0,7437.0,7488.0,11900.0,3635.0,7393.0,12460.0,6048.0,7425.0,8224.0,7468.0,14766.0,7982.0,9915.0,9202.0,11129.0,10843.0,8641.0,5943.0,5943.0,6025.0,5976.0,19619.0,13874.0,6060.0,4262.0
